item_id	domain_id	domain_name	dimension_id	dimension_name	facet_id	facet_name	method_family	item_format	item_text	option_a	option_b	option_c	option_d	option_e	keyed_answer	response_scale	primary_domain_id	primary_dimension_id	primary_facet_id	secondary_dimension_ids	loading_type	intended_meaning	prohibited_overlap	bank_state	use_status	validation_track
NEX-GMB-409	D3	Values and Motivational Drivers	D3-AD	Achievement Drive	D3-AD-AO	Advancement Orientation	likert	statement	I demonstrate advancement orientation in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-AD	D3-AD-AO		primary	Adds precision-building coverage for Achievement Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-410	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-HS	Harmony Seeking	contextual_self_report	statement	When work situations call for harmony seeking, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-AF	D3-AF-HS		primary	Adds precision-building coverage for Affiliation Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-411	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-IN	Inclusion Need	likert	statement	I demonstrate inclusion need in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-AF	D3-AF-IN		primary	Adds precision-building coverage for Affiliation Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-412	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-LOY	Loyalty	contextual_self_report	statement	When work situations call for loyalty, I show it consistently across routine and pressured situations.							1-5 Frequency	D3	D3-AF	D3-AF-LOY		primary	Adds precision-building coverage for Affiliation Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-413	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-OV1	Affiliation Drive Overlay 1	likert	statement	I demonstrate affiliation drive overlay 1 in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-AF	D3-AF-OV1		primary	Adds precision-building coverage for Affiliation Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-414	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-RI	Relationship Investment	contextual_self_report	statement	When work situations call for relationship investment, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-AF	D3-AF-RI		primary	Adds precision-building coverage for Affiliation Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-415	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-HS	Harmony Seeking	likert	statement	I demonstrate harmony seeking in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-AF	D3-AF-HS		primary	Adds precision-building coverage for Affiliation Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-416	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-CN	Control Need	contextual_self_report	statement	When work situations call for control need, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-AUD	D3-AUD-CN		primary	Adds precision-building coverage for Autonomy Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-417	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-DO	Decision Ownership	likert	statement	I demonstrate decision ownership in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-AUD	D3-AUD-DO		primary	Adds precision-building coverage for Autonomy Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-418	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-IP	Independence Preference	contextual_self_report	statement	When work situations call for independence preference, I show it consistently across routine and pressured situations.							1-5 Frequency	D3	D3-AUD	D3-AUD-IP		primary	Adds precision-building coverage for Autonomy Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-419	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-OF	Operating Freedom	likert	statement	I demonstrate operating freedom in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-AUD	D3-AUD-OF		primary	Adds precision-building coverage for Autonomy Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-420	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-OV1	Autonomy Drive Overlay 1	contextual_self_report	statement	When work situations call for autonomy drive overlay 1, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-AUD	D3-AUD-OV1		primary	Adds precision-building coverage for Autonomy Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-421	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-CN	Control Need	likert	statement	I demonstrate control need in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-AUD	D3-AUD-CN		primary	Adds precision-building coverage for Autonomy Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-422	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-AP	Authority Preference	contextual_self_report	statement	When work situations call for authority preference, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-ID	D3-ID-AP		primary	Adds precision-building coverage for Influence Drive while sharpening its distinction from adjacent constructs.	Differentiate influence-seeking and impact motivation from pay, status, or external reward focus.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-423	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-IS	Impact Seeking	likert	statement	I demonstrate impact seeking in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-ID	D3-ID-IS		primary	Adds precision-building coverage for Influence Drive while sharpening its distinction from adjacent constructs.	Differentiate influence-seeking and impact motivation from pay, status, or external reward focus.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-424	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-OV1	Influence Drive Overlay 1	contextual_self_report	statement	When work situations call for influence drive overlay 1, I show it consistently across routine and pressured situations.							1-5 Frequency	D3	D3-ID	D3-ID-OV1		primary	Adds precision-building coverage for Influence Drive while sharpening its distinction from adjacent constructs.	Differentiate influence-seeking and impact motivation from pay, status, or external reward focus.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-425	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-PD	Persuasion Desire	likert	statement	I demonstrate persuasion desire in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-ID	D3-ID-PD		primary	Adds precision-building coverage for Influence Drive while sharpening its distinction from adjacent constructs.	Differentiate influence-seeking and impact motivation from pay, status, or external reward focus.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-426	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-VN	Visibility Need	contextual_self_report	statement	When work situations call for visibility need, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-ID	D3-ID-VN		primary	Adds precision-building coverage for Influence Drive while sharpening its distinction from adjacent constructs.	Differentiate influence-seeking and impact motivation from pay, status, or external reward focus.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-427	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-AP	Authority Preference	likert	statement	I demonstrate authority preference in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-ID	D3-ID-AP		primary	Adds precision-building coverage for Influence Drive while sharpening its distinction from adjacent constructs.	Differentiate influence-seeking and impact motivation from pay, status, or external reward focus.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-428	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-EI	Exploration Interest	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on exploration interest consistently when demands increase.	I am more likely to adapt to context first rather than express exploration interest in the same way every time.				A_or_B	forced_choice_binary	D3	D3-LD	D3-LD-EI		primary	Adds balanced forced-choice coverage for Learning Drive to reduce direct social-desirability responding.	Avoid broad virtue signaling and generic job-performance wording.	pilot	operational_blocked	calibration,remediation,response_style
NEX-GMB-429	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-EP	Experimentation Preference	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on experimentation preference consistently when demands increase.	I am more likely to adapt to context first rather than express experimentation preference in the same way every time.				A_or_B	forced_choice_binary	D3	D3-LD	D3-LD-EP		primary	Adds balanced forced-choice coverage for Learning Drive to reduce direct social-desirability responding.	Avoid broad virtue signaling and generic job-performance wording.	pilot	operational_blocked	calibration,remediation,response_style
NEX-GMB-430	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-MP	Mastery Pursuit	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on mastery pursuit consistently when demands increase.	I am more likely to adapt to context first rather than express mastery pursuit in the same way every time.				A_or_B	forced_choice_binary	D3	D3-LD	D3-LD-MP		primary	Adds balanced forced-choice coverage for Learning Drive to reduce direct social-desirability responding.	Avoid broad virtue signaling and generic job-performance wording.	pilot	operational_blocked	calibration,remediation,response_style
NEX-GMB-431	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-EI	Exploration Interest	contextual_self_report	statement	When work situations call for exploration interest, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-LD	D3-LD-EI		primary	Adds precision-building coverage for Learning Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-432	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-EP	Experimentation Preference	likert	statement	I demonstrate experimentation preference in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-LD	D3-LD-EP		primary	Adds precision-building coverage for Learning Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-433	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-MP	Mastery Pursuit	contextual_self_report	statement	When work situations call for mastery pursuit, I show it consistently across routine and pressured situations.							1-5 Frequency	D3	D3-LD	D3-LD-MP		primary	Adds precision-building coverage for Learning Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-434	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-OV1	Learning Drive Overlay 1	likert	statement	I demonstrate learning drive overlay 1 in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-LD	D3-LD-OV1		primary	Adds precision-building coverage for Learning Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-435	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-SS	Stretch Seeking	contextual_self_report	statement	When work situations call for stretch seeking, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-LD	D3-LD-SS		primary	Adds precision-building coverage for Learning Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-436	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-EI	Exploration Interest	likert	statement	I demonstrate exploration interest in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-LD	D3-LD-EI		primary	Adds precision-building coverage for Learning Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-437	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-CD	Contribution Desire	contextual_self_report	statement	When work situations call for contribution desire, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-PU	D3-PU-CD		primary	Adds precision-building coverage for Purpose Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-438	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-MA	Mission Alignment	likert	statement	I demonstrate mission alignment in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-PU	D3-PU-MA		primary	Adds precision-building coverage for Purpose Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-439	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-MS	Meaning Seeking	contextual_self_report	statement	When work situations call for meaning seeking, I show it consistently across routine and pressured situations.							1-5 Frequency	D3	D3-PU	D3-PU-MS		primary	Adds precision-building coverage for Purpose Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-440	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-OV1	Purpose Drive Overlay 1	likert	statement	I demonstrate purpose drive overlay 1 in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-PU	D3-PU-OV1		primary	Adds precision-building coverage for Purpose Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-441	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-SO	Service Orientation	contextual_self_report	statement	When work situations call for service orientation, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-PU	D3-PU-SO		primary	Adds precision-building coverage for Purpose Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-442	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-CD	Contribution Desire	likert	statement	I demonstrate contribution desire in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-PU	D3-PU-CD		primary	Adds precision-building coverage for Purpose Drive while sharpening its distinction from adjacent constructs.	Avoid broad virtue wording and generic effectiveness claims.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-443	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-CS	Compensation Salience	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on compensation salience consistently when demands increase.	I am more likely to adapt to context first rather than express compensation salience in the same way every time.				A_or_B	forced_choice_binary	D3	D3-RO	D3-RO-CS		primary	Adds balanced forced-choice coverage for Reward Orientation to reduce direct social-desirability responding.	Differentiate external reward sensitivity from influence, prestige, or purpose-driven behavior.	research	operational_blocked	calibration,remediation,response_style
NEX-GMB-444	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-OV1	Reward Orientation Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on reward orientation overlay 1 consistently when demands increase.	I am more likely to adapt to context first rather than express reward orientation overlay 1 in the same way every time.				A_or_B	forced_choice_binary	D3	D3-RO	D3-RO-OV1		primary	Adds balanced forced-choice coverage for Reward Orientation to reduce direct social-desirability responding.	Differentiate external reward sensitivity from influence, prestige, or purpose-driven behavior.	research	operational_blocked	calibration,remediation,response_style
NEX-GMB-445	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-PV	Prestige Value	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on prestige value consistently when demands increase.	I am more likely to adapt to context first rather than express prestige value in the same way every time.				A_or_B	forced_choice_binary	D3	D3-RO	D3-RO-PV		primary	Adds balanced forced-choice coverage for Reward Orientation to reduce direct social-desirability responding.	Differentiate external reward sensitivity from influence, prestige, or purpose-driven behavior.	research	operational_blocked	calibration,remediation,response_style
NEX-GMB-446	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-CS	Compensation Salience	contextual_self_report	statement	When work situations call for compensation salience, I show it consistently across routine and pressured situations.							1-5 Frequency	D3	D3-RO	D3-RO-CS		primary	Adds precision-building coverage for Reward Orientation while sharpening its distinction from adjacent constructs.	Differentiate external reward sensitivity from influence, prestige, or purpose-driven behavior.	research	operational_blocked	calibration,remediation,precision
NEX-GMB-447	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-OV1	Reward Orientation Overlay 1	likert	statement	I demonstrate reward orientation overlay 1 in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-RO	D3-RO-OV1		primary	Adds precision-building coverage for Reward Orientation while sharpening its distinction from adjacent constructs.	Differentiate external reward sensitivity from influence, prestige, or purpose-driven behavior.	research	operational_blocked	calibration,remediation,precision
NEX-GMB-448	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-PV	Prestige Value	contextual_self_report	statement	When work situations call for prestige value, I show it consistently across routine and pressured situations.							1-5 Frequency	D3	D3-RO	D3-RO-PV		primary	Adds precision-building coverage for Reward Orientation while sharpening its distinction from adjacent constructs.	Differentiate external reward sensitivity from influence, prestige, or purpose-driven behavior.	research	operational_blocked	calibration,remediation,precision
NEX-GMB-449	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-RN	Recognition Need	likert	statement	I demonstrate recognition need in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-RO	D3-RO-RN		primary	Adds precision-building coverage for Reward Orientation while sharpening its distinction from adjacent constructs.	Differentiate external reward sensitivity from influence, prestige, or purpose-driven behavior.	research	operational_blocked	calibration,remediation,precision
NEX-GMB-450	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-SRP	Symbolic Reward Preference	contextual_self_report	statement	When work situations call for symbolic reward preference, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-RO	D3-RO-SRP		primary	Adds precision-building coverage for Reward Orientation while sharpening its distinction from adjacent constructs.	Differentiate external reward sensitivity from influence, prestige, or purpose-driven behavior.	research	operational_blocked	calibration,remediation,precision
NEX-GMB-451	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-CS	Compensation Salience	likert	statement	I demonstrate compensation salience in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-RO	D3-RO-CS		primary	Adds precision-building coverage for Reward Orientation while sharpening its distinction from adjacent constructs.	Differentiate external reward sensitivity from influence, prestige, or purpose-driven behavior.	research	operational_blocked	calibration,remediation,precision
NEX-GMB-452	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-CN	Clarity Need	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on clarity need consistently when demands increase.	I am more likely to adapt to context first rather than express clarity need in the same way every time.				A_or_B	forced_choice_binary	D3	D3-SD	D3-SD-CN		primary	Adds balanced forced-choice coverage for Security Drive to reduce direct social-desirability responding.	Differentiate threat sensitivity and security-seeking from disciplined execution or cautious decision habits.	pilot	operational_blocked	calibration,remediation,response_style
NEX-GMB-453	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-OV1	Security Drive Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on security drive overlay 1 consistently when demands increase.	I am more likely to adapt to context first rather than express security drive overlay 1 in the same way every time.				A_or_B	forced_choice_binary	D3	D3-SD	D3-SD-OV1		primary	Adds balanced forced-choice coverage for Security Drive to reduce direct social-desirability responding.	Differentiate threat sensitivity and security-seeking from disciplined execution or cautious decision habits.	pilot	operational_blocked	calibration,remediation,response_style
NEX-GMB-454	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-RC	Risk Containment	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on risk containment consistently when demands increase.	I am more likely to adapt to context first rather than express risk containment in the same way every time.				A_or_B	forced_choice_binary	D3	D3-SD	D3-SD-RC		primary	Adds balanced forced-choice coverage for Security Drive to reduce direct social-desirability responding.	Differentiate threat sensitivity and security-seeking from disciplined execution or cautious decision habits.	pilot	operational_blocked	calibration,remediation,response_style
NEX-GMB-455	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-CN	Clarity Need	contextual_self_report	statement	When work situations call for clarity need, I show it consistently across routine and pressured situations.							1-5 Frequency	D3	D3-SD	D3-SD-CN		primary	Adds precision-building coverage for Security Drive while sharpening its distinction from adjacent constructs.	Differentiate threat sensitivity and security-seeking from disciplined execution or cautious decision habits.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-456	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-OV1	Security Drive Overlay 1	likert	statement	I demonstrate security drive overlay 1 in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-SD	D3-SD-OV1		primary	Adds precision-building coverage for Security Drive while sharpening its distinction from adjacent constructs.	Differentiate threat sensitivity and security-seeking from disciplined execution or cautious decision habits.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-457	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-RC	Risk Containment	contextual_self_report	statement	When work situations call for risk containment, I show it consistently across routine and pressured situations.							1-5 Frequency	D3	D3-SD	D3-SD-RC		primary	Adds precision-building coverage for Security Drive while sharpening its distinction from adjacent constructs.	Differentiate threat sensitivity and security-seeking from disciplined execution or cautious decision habits.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-458	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-RP	Resource Protection	likert	statement	I demonstrate resource protection in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-SD	D3-SD-RP		primary	Adds precision-building coverage for Security Drive while sharpening its distinction from adjacent constructs.	Differentiate threat sensitivity and security-seeking from disciplined execution or cautious decision habits.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-459	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-SP	Stability Preference	contextual_self_report	statement	When work situations call for stability preference, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D3	D3-SD	D3-SD-SP		primary	Adds precision-building coverage for Security Drive while sharpening its distinction from adjacent constructs.	Differentiate threat sensitivity and security-seeking from disciplined execution or cautious decision habits.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-460	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-CN	Clarity Need	likert	statement	I demonstrate clarity need in ways that fit the real demands of my work.							1-5 Agreement	D3	D3-SD	D3-SD-CN		primary	Adds precision-building coverage for Security Drive while sharpening its distinction from adjacent constructs.	Differentiate threat sensitivity and security-seeking from disciplined execution or cautious decision habits.	pilot	operational_blocked	calibration,remediation,precision
NEX-GMB-461	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-BBS	Bounce-Back Speed	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on bounce-back speed consistently when demands increase.	I am more likely to adapt to context first rather than express bounce-back speed in the same way every time.				A_or_B	forced_choice_binary	D4	D4-RC	D4-RC-BBS		primary	Adds balanced forced-choice coverage for Resilience Capacity to reduce direct social-desirability responding.	Differentiate emotional recovery and resilience from work discipline, endurance, or generic persistence.	production	operational_allowed	calibration,remediation,response_style
NEX-GMB-462	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-END	Endurance	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on endurance consistently when demands increase.	I am more likely to adapt to context first rather than express endurance in the same way every time.				A_or_B	forced_choice_binary	D4	D4-RC	D4-RC-END		primary	Adds balanced forced-choice coverage for Resilience Capacity to reduce direct social-desirability responding.	Differentiate emotional recovery and resilience from work discipline, endurance, or generic persistence.	production	operational_allowed	calibration,remediation,response_style
NEX-GMB-463	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-OV1	Resilience Capacity Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am more likely to rely on resilience capacity overlay 1 consistently when demands increase.	I am more likely to adapt to context first rather than express resilience capacity overlay 1 in the same way every time.				A_or_B	forced_choice_binary	D4	D4-RC	D4-RC-OV1		primary	Adds balanced forced-choice coverage for Resilience Capacity to reduce direct social-desirability responding.	Differentiate emotional recovery and resilience from work discipline, endurance, or generic persistence.	production	operational_allowed	calibration,remediation,response_style
NEX-GMB-464	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-BBS	Bounce-Back Speed	contextual_self_report	statement	When work situations call for bounce-back speed, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D4	D4-RC	D4-RC-BBS		primary	Adds precision-building coverage for Resilience Capacity while sharpening its distinction from adjacent constructs.	Differentiate emotional recovery and resilience from work discipline, endurance, or generic persistence.	production	operational_allowed	calibration,remediation,precision
NEX-GMB-465	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-END	Endurance	likert	statement	I demonstrate endurance in ways that fit the real demands of my work.							1-5 Agreement	D4	D4-RC	D4-RC-END		primary	Adds precision-building coverage for Resilience Capacity while sharpening its distinction from adjacent constructs.	Differentiate emotional recovery and resilience from work discipline, endurance, or generic persistence.	production	operational_allowed	calibration,remediation,precision
NEX-GMB-466	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-OV1	Resilience Capacity Overlay 1	contextual_self_report	statement	When work situations call for resilience capacity overlay 1, I show it consistently across routine and pressured situations.							1-5 Frequency	D4	D4-RC	D4-RC-OV1		primary	Adds precision-building coverage for Resilience Capacity while sharpening its distinction from adjacent constructs.	Differentiate emotional recovery and resilience from work discipline, endurance, or generic persistence.	production	operational_allowed	calibration,remediation,precision
NEX-GMB-467	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-PER	Persistence	likert	statement	I demonstrate persistence in ways that fit the real demands of my work.							1-5 Agreement	D4	D4-RC	D4-RC-PER		primary	Adds precision-building coverage for Resilience Capacity while sharpening its distinction from adjacent constructs.	Differentiate emotional recovery and resilience from work discipline, endurance, or generic persistence.	production	operational_allowed	calibration,remediation,precision
NEX-GMB-468	D4	Interpersonal and Emotional Functioning	D4-RM	Relationship Management	D4-RM-BM	Boundary Management	contextual_self_report	statement	When work situations call for boundary management, I fail to show it consistently once pressure or ambiguity rises.							1-5 Frequency	D4	D4-RM	D4-RM-BM		primary	Adds precision-building coverage for Relationship Management while sharpening its distinction from adjacent constructs.	Differentiate interpersonal repair and relationship management from self-control alone.	production	operational_allowed	calibration,remediation,precision
NEX-GMB-469	D4	Interpersonal and Emotional Functioning	D4-RM	Relationship Management	D4-RM-CH	Conflict Handling	likert	statement	I demonstrate conflict handling in ways that fit the real demands of my work.							1-5 Agreement	D4	D4-RM	D4-RM-CH		primary	Adds precision-building coverage for Relationship Management while sharpening its distinction from adjacent constructs.	Differentiate interpersonal repair and relationship management from self-control alone.	production	operational_allowed	calibration,remediation,precision
NEX-GMB-470	D4	Interpersonal and Emotional Functioning	D4-RM	Relationship Management	D4-RM-IT	Influence Tone	contextual_self_report	statement	When work situations call for influence tone, I show it consistently across routine and pressured situations.							1-5 Frequency	D4	D4-RM	D4-RM-IT		primary	Adds precision-building coverage for Relationship Management while sharpening its distinction from adjacent constructs.	Differentiate interpersonal repair and relationship management from self-control alone.	production	operational_allowed	calibration,remediation,precision
